Name,PA,BB%,K%,ISO,GB%,wRC+,Age,AgeRelLevel,PlayerId
Adam Eaton,1400,0.10726039570100374,0.12972967688086676,0.15360775554609435,0.5747888837534745,156.66007634653812,22.470883624241356,-0.23878775191857277,11205
Adam Engel,1841,0.08674379217941422,0.23605982462170197,0.13197649155398714,0.43453315126843917,106.42345466327076,23.33302091206853,1.0274522778905513,15082
Adam Frazier,1520,0.08653437793576502,0.09966962208225523,0.08192911105292569,0.4936490058189234,127.81476354090327,23.074235174713642,0.35103026092713774,15223
Adam Frost,273,0.05128205083882784,0.16849816830402933,0.14708672627838826,0.45065369380586084,99.55689249299789,22.091575091575088,1.2220559341995731,sa455334
Adam Gaylord,614,0.04234527657654723,0.17589576524429967,0.0597686916058632,0.4611305281530944,63.045170400290104,22.54397394136808,1.3006772512744376,sa547091
Adam Giacalone,759,0.11594202871805007,0.20816864288010536,0.0918989571370224,0.550271471372859,108.95077467147291,20.607378129117258,0.7465797127102121,sa658300
Adam Godwin,363,0.074380165,0.159779614,0.05555555599999999,0.652509652,76.65345377613555,24.0,1.4963164135715097,sa291770
Adam Hackenberg,902,0.11294255106419895,0.2834033087956557,0.09545160447234216,0.4910387111817072,84.80638493552274,23.13011833964078,0.3429884550305429,sa3017041
Adam Hall,1340,0.07997194208303417,0.25662167834954125,0.08488850269715398,0.5514325159868954,108.4312689200323,21.503769101411127,-0.6098979814521573,sa3005077
Adam Haseley,861,0.08992285172714139,0.15682978714315016,0.16185974444516582,0.4748671503550067,135.38334102429903,22.21411350661473,-0.20601149267946997,19878
Adam Heisler,275,0.07636363544,0.14181818112,0.10027195035999999,0.43777022932000004,81.76674324515098,24.0,3.535079436919358,sa503658
Adam Howard,383,0.05744125295561357,0.255874672845953,0.15393011402610965,0.4878818886396868,76.0195274304121,21.318537859007833,-0.19331892275809626,sa326124
Adam Jones,469,0.076759061,0.22601279299999993,0.27142857100000006,0.40645161199999996,144.16485094643224,21.0,-2.2488175356090707,6368
Adam Kerner,183,0.11475409799999998,0.31693989,0.09615384600000002,0.347368421,60.498854098949074,22.0,-0.4098076259332579,sa3014938
Adam Klein,563,0.22380106498579036,0.1722912960035524,0.069058080678508,0.5423887396110125,134.1953785110224,23.616341030195382,2.983826143715752,sa388960
Adam Landecker,277,0.08303249017689532,0.1371841148808664,0.07896140754512634,0.5107938660505414,82.3679623430459,22.48014440433213,2.3262778028797135,sa738699
Adam Law,740,0.08243243181891893,0.14189189145945946,0.06398187718378379,0.4682676205162163,100.82363362527103,23.63243243243243,2.521839852993941,sa738573
Adam Lind,403,0.08188585533746898,0.1935483865558313,0.19034987977171217,0.44079293629280397,137.8262948567264,23.52853598014888,0.21203368005699277,8027
Adam Martin,238,0.1302521,0.210084033,0.135,0.344594594,120.28817862195442,22.0,1.0728456819254362,sa829153
Adam Matthews,288,0.11458333280555558,0.2222222217222222,0.1519468190277778,0.4211675520277779,110.67275432952347,22.52777777777778,3.4769747461755456,sa599243
Adam McGinnis,111,0.081081081,0.28828828800000006,0.234693878,0.45454545399999996,92.88152467367104,23.0,4.320160103054839,sa3004077
Adam Melker,877,0.09245446817443531,0.1867467327050758,0.10660679082445915,0.5228033617760862,105.01602481835955,23.552130336894674,1.103219926827462,sa549302
Adam Milligan,954,0.062287553442889255,0.31387907922848585,0.173065028583328,0.4133393438461209,100.23639846098698,23.35080435170323,1.0222778427152517,sa328331
Adam Moore,981,0.08225662860666214,0.16179217068647178,0.20285541155513256,0.4730796742598232,139.78594355224428,23.666394742805345,0.8387820319316033,9362
Adam Muenster,119,0.12605042,0.176470588,0.020408163,0.567567567,72.93333818475415,23.0,3.7679395814996752,sa549620
Adam Retzbach,843,0.11294221087561543,0.3372736910009563,0.1577236930456273,0.4178451759818703,97.61919185075737,23.600136659807617,0.7025289746767591,sa3019946
Adam Ricks,168,0.11904761900000001,0.148809523,0.114864865,0.49586776799999993,101.36283223349255,24.0,1.4963164135715097,sa262429
Adam Rosales,602,0.11613912463687315,0.19686418271061945,0.24497646252330382,0.347298555738348,147.26088318620424,24.0,1.144090841573392,9682
Adam Sorgi,106,0.075471698,0.160377358,0.032967033,0.575342465,54.86494876132093,22.0,0.7195052990642272,sa389239
Adam Walton,707,0.07637906585855728,0.21923620857567183,0.09616477968599718,0.4225739857142857,93.28854227108664,23.193776520509193,1.6515730035104936,sa875273
Adam Weisenburger,514,0.11180505927925585,0.2005405819766989,0.1037641992545526,0.49920989925753545,98.94897214840582,23.21194259125294,1.2314640732129423,sa546626
Adam White,977,0.11156601780450359,0.21289662177277377,0.08551515907574206,0.5346057658331628,92.0577031959212,22.921187308085976,1.5114881787363013,sa389176
Adam Witter,412,0.10679611599999998,0.225728155,0.220994475,0.418867924,108.94808298194248,24.0,1.4963164135715097,sa326462
Adam Younger,468,0.09615384600000002,0.2606837601923077,0.09482513659615385,0.41817140461538455,100.90930522039494,22.71153846153846,1.928669236600162,sa454900
Adam Zebrowski,1079,0.12233549532715475,0.27988878566450415,0.1653555246227989,0.44858353151807223,100.88045170196978,22.04263206672845,0.43777032016050754,sa3017221
Adam Zornes,405,0.1111111101851852,0.3382716042592593,0.17901103220740738,0.3613875382962962,84.99743915870911,23.318518518518523,1.607849821422193,sa389907
Adan Chacon,309,0.1423948218737864,0.23948220013592234,0.07160599587702263,0.38796800266019427,78.17777947912109,17.44336569579288,-0.2082279997493593,sa3021121
Adan Sanchez,432,0.1319444437800926,0.19212962904629627,0.06999648535416667,0.44016679874537035,97.91141235445409,17.92824074074074,-0.595236499636965,sa3018431
Adan Severino,254,0.12204724377952755,0.22834645595275588,0.09364383098031498,0.45893036532677167,76.98510085439565,21.515748031496067,1.1787683249040302,sa455499
Adan Velazquez,351,0.08547008519373218,0.19373219323076923,0.16846488982905983,0.3894521115327635,127.45004451303139,19.31908831908832,0.11764906130098991,sa507254
Adanlis Martinez,332,0.05421686716566264,0.18975903562048196,0.02696413627710843,0.5044347426987951,80.05456943342767,17.478915662650603,-1.5181059737931917,sa872775
Adanson Cruz,682,0.12170087921994135,0.29765395858944277,0.103724695601173,0.5207014299574779,97.55552759222431,19.90615835777126,-0.018159463343349856,sa3005722
Adari Grant,544,0.11948529348897056,0.2702205878602941,0.07003708503676472,0.4037116493713236,81.2840515817397,18.290441176470587,-0.6183044584232702,sa3015771
Adbiel Feliz,315,0.1524698409968254,0.14911746009206345,0.03588329563174604,0.4599884557269841,74.1230452085028,17.520634920634922,-0.06548515004136828,sa3023897
